variable,description,outcome_score,outcome_type,matching_keywords,is_binary,positive_rate,missing_pct,unique_count,quality_score,combined_score,eligible_for_label
var307002,Avg. Monthly Amount of Other Utility Bills [Lifetime],0.0,none,,False,,0.020044949280204095,288,1.0,0.0,False
var307003,Avg. Monthly Amount of Other Utility Bills [Last 12 Months],0.0,none,,False,,0.020044949280204095,247,1.0,0.0,False
var307004,Avg. Monthly Amount of Other Utility Bills [Last 6 Months],0.0,none,,False,,0.020044949280204095,152,1.0,0.0,False
var307005,Avg. Monthly Amount of Other Utility Bills [Last 3 Months],0.0,none,,False,,0.020044949280204095,90,1.0,0.0,False
var307006,Avg. Monthly Amount of Other Utility Bills [Last 1 Month],0.0,none,,False,,0.020044949280204095,24,1.0,0.0,False
var308001,No. of Unique Utility SenderName[Lifetime],0.0,none,,False,,0.011014598392354573,23,1.0,0.0,False
var308003,No. of Recharges with Amounts Ranging From 0 - 50,0.0,none,,False,,0.011014598392354573,212,1.0,0.0,False
var308004,No. of Recharges with Amounts Ranging From 50 - 100,0.0,none,,False,,0.011014598392354573,69,1.0,0.0,False
var308005,No. of Recharges with Amounts Ranging From 100 - 200,0.0,none,,False,,0.011014598392354573,106,1.0,0.0,False
var308006,No. of Recharges with Amounts More Than 200[Lifetime],0.0,none,,False,,0.011014598392354573,107,1.0,0.0,False
var308008,No. of Distinct Reference Numbers[Lifetime],0.0,none,,False,,0.011014598392354573,255,1.0,0.0,False
var308030,No. of Dth [Lifetime],0.0,none,,False,,0.011014598392354573,6,1.0,0.0,False
var309003,Mobile Number of User [Lifetime],0.0,none,,False,,0.7564437425337626,11977,0.7,0.0,False
var501001,BNPL Data Vintage [Lifetime],0.0,excluded,,False,,0.5370629087448622,1015,0.7,0.0,False
var501002,No. of BNPL Accounts [Lifetime],0.0,none,,False,,0.5370629087448622,13,0.7,0.0,False
var501006,Amount of Total BNPL Credit Limits of All Accounts [Lifetime],0.0,none,,False,,0.9809066796250178,866,0.3,0.0,False
var501007,Amount of BNPL Outstanding Balance [Lifetime],0.0,none,,False,,0.5370629087448622,2088,0.7,0.0,False
var501008,Amount of BNPL Credit Limit Utilized [Lifetime],0.0,none,,False,,0.5370629087448622,2938,0.7,0.0,False
var501009,Amount of BNPL Credit Limit Utilized [Last 12 Months],0.0,none,,False,,0.5370629087448622,2376,0.7,0.0,False
var501010,Amount of BNPL Credit Limit Utilized [Last 6 Months],0.0,none,,False,,0.5370629087448622,1461,0.7,0.0,False
var501011,Amount of BNPL Credit Limit Utilized [Last 3 Months],0.0,none,,False,,0.5370629087448622,788,0.7,0.0,False
var501012,Amount of BNPL Credit Limit Utilized [Last 2 Months],0.0,none,,False,,0.5370629087448622,559,0.7,0.0,False
var501013,Amount of BNPL Credit Limit Utilized [Last 1 Month],0.0,none,,False,,0.5370629087448622,217,0.7,0.0,False
var501014,Amount of BNPL Credit Limit Utilized [Last 15 Days],0.0,none,,False,,0.5370629087448622,174,0.7,0.0,False
var501015,Amount of BNPL Credit Limit Utilized [Last 7 Days],0.0,none,,False,,0.5370629087448622,126,0.7,0.0,False
var501016,Amount of BNPL Credit Limit Utilized [Last 3 Days],0.0,none,,False,,0.5370629087448622,86,0.7,0.0,False
var501017,No. of BNPL Transactions [Lifetime],0.0,none,,False,,0.5370629087448622,174,0.7,0.0,False
var501018,No. of BNPL Transactions [Last 12 Months],0.0,none,,False,,0.5370629087448622,142,0.7,0.0,False
var501019,No. of BNPL Transactions [Last 6 Months],0.0,none,,False,,0.5370629087448622,89,0.7,0.0,False
var501020,No. of BNPL Transactions [Last 3 Months],0.0,none,,False,,0.5370629087448622,60,0.7,0.0,False
var501021,No. of BNPL Transactions [Last 2 Months],0.0,none,,False,,0.5370629087448622,48,0.7,0.0,False
var501022,No. of BNPL Transactions [Last 1 Month],0.0,none,,False,,0.5370629087448622,37,0.7,0.0,False
var501023,No. of BNPL Transactions [Last 15 Days],0.0,none,,False,,0.5370629087448622,27,0.7,0.0,False
var501024,No. of BNPL Transactions [Last 7 Days],0.0,none,,False,,0.5370629087448622,19,0.7,0.0,False
var501025,No. of Avg. Monthly BNPL Transactions [Lifetime],0.0,none,,False,,0.5526939196987183,445,0.7,0.0,False
var501026,No. of Avg. Monthly BNPL Transactions [Last 12 Months],0.0,none,,False,,0.5526939196987183,281,0.7,0.0,False
var501027,No. of Avg. Monthly BNPL Transactions [Last 6 Months],0.0,none,,False,,0.5526939196987183,116,0.7,0.0,False
var501028,No. of Avg. Monthly BNPL Transactions [Last 3 Months],0.0,none,,False,,0.5526939196987183,66,0.7,0.0,False
var501029,No. of Avg. Monthly BNPL Transactions [Last 2 Months],0.0,none,,False,,0.5526939196987183,49,0.7,0.0,False
var501030,No. of Avg. Daily BNPL Transactions [Last 1 Month],0.0,none,,False,,0.5461540019032578,47,0.7,0.0,False
var501031,No. of Avg. Daily BNPL Transactions [Last 15 Days],0.0,none,,False,,0.5461540019032578,36,0.7,0.0,False
var501032,No. of Avg. Daily BNPL Transactions [Last 7 Days],0.0,none,,False,,0.5461540019032578,24,0.7,0.0,False
var501061,Avg. Monthly Amount of BNPL Transactions [Lifetime],0.0,none,,False,,0.5526939196987183,3130,0.7,0.0,False
var501062,Avg. Monthly Amount of BNPL Transactions [Last 12 Months],0.0,none,,False,,0.5526939196987183,2475,0.7,0.0,False
var501063,Avg. Monthly Amount of BNPL Transactions [Last 6 Months],0.0,none,,False,,0.5526939196987183,1485,0.7,0.0,False
var501064,Avg. Monthly Amount of BNPL Transactions [Last 3 Months],0.0,none,,False,,0.5526939196987183,791,0.7,0.0,False
var501065,Avg. Monthly Amount of BNPL Transactions [Last 2 Months],0.0,none,,False,,0.5526939196987183,557,0.7,0.0,False
var501066,Avg. Monthly Amount of BNPL Transactions [Last 1 Month],0.0,none,,False,,0.5526939196987183,217,0.7,0.0,False
var501067,Amount of  BNPL Bill Payments [Lifetime],0.0,none,,False,,0.5370629087448622,2962,0.7,0.0,False
var501068,Amount of  BNPL Bill Payments [Last 12 Months],0.0,none,,False,,0.5370629087448622,2259,0.7,0.0,False
var501069,Amount of  BNPL Bill Payments [Last 6 Months],0.0,none,,False,,0.5370629087448622,1220,0.7,0.0,False
var501070,Amount of  BNPL Bill Payments [Last 3 Months],0.0,none,,False,,0.5370629087448622,677,0.7,0.0,False
var501071,Amount of  BNPL Bill Payments [Last 2 Months],0.0,none,,False,,0.5370629087448622,430,0.7,0.0,False
var501072,Amount of  BNPL Bill Payments [Last 1 Month],0.0,none,,False,,0.5370629087448622,155,0.7,0.0,False
var501073,Avg. Monthly Amount of BNPL Bill Payments [Lifetime],0.0,none,,False,,0.5526939196987183,3010,0.7,0.0,False
var501074,Avg. Monthly Amount of BNPL Bill Payments [Last 12 Months],0.0,none,,False,,0.5526939196987183,2283,0.7,0.0,False
var501075,Avg. Monthly Amount of BNPL Bill Payments [Last 6 Months],0.0,none,,False,,0.5526939196987183,1224,0.7,0.0,False
var501076,Avg. Monthly Amount of BNPL Bill Payments [Last 3 Months],0.0,none,,False,,0.5526939196987183,675,0.7,0.0,False
var501077,Avg. Monthly Amount of BNPL Bill Payments [Last 2 Months],0.0,none,,False,,0.5526939196987183,430,0.7,0.0,False
var501078,Avg. Monthly Amount of BNPL Bill Payments [Last 1 Month],0.0,none,,False,,0.5526939196987183,155,0.7,0.0,False
var501079,Ratio of Avg. Monthly BNPL Transactions Amount/Avg. Monthly BNPL Bill Payments Amount [Lifetime],0.0,none,,False,,0.937050760290753,2265,0.3,0.0,False
var501080,Ratio of Avg. Monthly BNPL Transactions Amount/Avg. Monthly BNPL Bill Payments Amount [Last 12 Months],0.0,none,,False,,0.951709894915872,1732,0.3,0.0,False
var501081,Ratio of Avg Monthly BNPL Transactions Amount/ Avg. Monthly BNPL Bill Payments Amount [Last 3 Months],0.0,none,,False,,0.9741237927473729,956,0.3,0.0,False
var501082,Ratio of Avg Monthly BNPL Transactions Amount/ Avg. Monthly BNPL Bill Payments Amount [Last 6 Months],0.0,none,,False,,0.9858065561157343,501,0.3,0.0,False
var501083,Ratio of Avg. Monthly BNPL Transactions Amount/Avg. Monthly BNPL Bill Payments Amount [Last 2 Months],0.0,none,,False,,0.9911316285002734,291,0.3,0.0,False
var501084,Ratio of Avg. Monthly BNPL Transactions Amount/Avg. Monthly BNPL Bill Payments Amount [Last 1 Month],0.0,none,,False,,0.9967604122375427,104,0.3,0.0,False
var501085,Avg. Monthly Amount of Credit Limit Utilized [Lifetime],0.0,none,,False,,0.9834578549879528,43,0.3,0.0,False
var501086,Avg. Monthly Amount of Credit Limit Utilized [Last 12 Months],0.0,none,,False,,0.9848549272105125,35,0.3,0.0,False
var501087,Avg. Monthly Amount of Credit Limit Utilized [Last 6 Months],0.0,none,,False,,0.9877705561967239,34,0.3,0.0,False
var501088,Avg. Monthly Amount of Credit Limit Utilized [Last 3 Months],0.0,none,,False,,0.9920427625584645,31,0.3,0.0,False
var501089,Avg. Monthly Amount of Credit Limit Utilized [Last 2 Months],0.0,none,,False,,0.9937030512867238,22,0.3,0.0,False
var501090,Avg. Monthly Amount of Credit Limit Utilized [Last 1 Month],0.0,none,,False,,0.9981169896130717,16,0.3,0.0,False
var501093,No. of Months Where BNPL Bill Payments Is More Than Total Amount Due [Last 12 Months] ,0.0,none,,False,,0.5370629087448622,8,0.7,0.0,False
var501094,No. of Months Where BNPL Bill Payments Is Equal To Total Amount Due [Last 12 Months] ,0.0,none,,False,,0.5370629087448622,8,0.7,0.0,False
var501095,No. of Months Where BNPL Bill Payments Is Less Than Total Amount Due [Last 12 Months] ,0.0,none,,False,,0.5370629087448622,14,0.7,0.0,False
var501096,No. of Months Where BNPL Payments Has No Dues [Last 12 Months] ,0.0,none,,True,0.0,0.5370629087448622,1,0.0,0.0,False
var501097,Flag - BNPL EMI [Lifetime],0.0,none,,True,0.11861441567529742,0.5370629087448622,2,0.7,0.0,False
var501098,Flag - Reward Won [Lifetime],0.0,none,,True,0.09084149755073478,0.5370629087448622,2,0.7,0.0,False
var501099,Amount of Reward Won Through Payments (cashbacks) [Lifetime],0.0,none,,False,,0.5370629087448622,844,0.7,0.0,False
var601001,No. of Ecom Purchases [Lifetime],0.0,none,,False,,0.06740367288262569,254,1.0,0.0,False
var601002,No. of Ecom Purchases [Last 12 Months],0.0,none,,False,,0.06740367288262569,194,1.0,0.0,False
var601003,No. of Ecom Purchases [Last 6 Months],0.0,none,,False,,0.06740367288262569,106,1.0,0.0,False
var601004,No. of Ecom Purchases [Last 3 Months],0.0,none,,False,,0.06740367288262569,42,1.0,0.0,False
var601005,No. of Ecom Purchases [Last 1 Month],0.0,none,,False,,0.06740367288262569,23,1.0,0.0,False
var601006,No. of Ecom Purchases [Last 7 Days],0.0,none,,False,,0.06740367288262569,10,1.0,0.0,False
var601007,Avg. Monthly Amount of Ecom Purchase [Lifetime],0.0,none,,False,,0.06837554921136285,9869,1.0,0.0,False
var601008,Avg. Monthly Amount of Ecom Purchase [Last 12 Months],0.0,none,,False,,0.06837554921136285,6300,1.0,0.0,False
var601009,Avg. Monthly Amount of Ecom Purchase [Last 6 Months],0.0,none,,False,,0.06837554921136285,2693,1.0,0.0,False
var601010,Avg. Monthly Amount of Ecom Purchase [Last 3 Months],0.0,none,,False,,0.06837554921136285,981,1.0,0.0,False
var601011,Avg. Monthly Amount of Ecom Purchase [Last 1 Month],0.0,none,,False,,0.06837554921136285,290,1.0,0.0,False
var601012,Avg. Monthly Amount of Ecom Purchase [Last 7 Days],0.0,none,,False,,0.06837554921136285,102,1.0,0.0,False
var601013,Avg. Ecom Purchase Amount per Transaction [Lifetime],0.0,none,,False,,0.650266253619227,8073,0.7,0.0,False
var601014,Avg. Ecom Purchase Amount per Transaction [Last 12 Months],0.0,none,,False,,0.7363987932535585,5977,0.7,0.0,False
var601015,Avg. Ecom Purchase Amount per Transaction [Last 6 Months],0.0,none,,False,,0.8964344287189455,2670,0.3,0.0,False
var601016,Avg. Ecom Purchase Amount per Transaction [Last 3 Months],0.0,none,,False,,0.9699933183502399,951,0.3,0.0,False
var601017,Avg. Ecom Purchase Amount per Transaction [Last 1 Month],0.0,none,,False,,0.9927919172285327,289,0.3,0.0,False
var601018,Avg. Ecom Purchase Amount per Transaction Last 7,0.0,none,,False,,0.9978335256838567,101,0.3,0.0,False
var601019,No. of Market Place Purchases [Lifetime],0.0,none,,False,,0.06740367288262569,141,1.0,0.0,False
var601020,No. of Market Place Purchases [Last 12 Months],0.0,none,,False,,0.06740367288262569,106,1.0,0.0,False
var601021,No. of Market Place Purchases [Last 6 Months],0.0,none,,False,,0.06740367288262569,56,1.0,0.0,False
var601022,No. of Market Place Purchases [Last 3 Months],0.0,none,,False,,0.06740367288262569,23,1.0,0.0,False
var601023,No. of Market Place Purchases [Last 1 Month],0.0,none,,False,,0.06740367288262569,11,1.0,0.0,False
var601024,No. of Market Place Purchases [Last 7 Days],0.0,none,,False,,0.06740367288262569,5,1.0,0.0,False
var601025,Avg. Monthly Amount of Market Place Purchase [Lifetime],0.0,none,,False,,0.06837554921136285,5831,1.0,0.0,False
var601026,Avg. Monthly Amount of Market Place Purchase [Last 12 Months],0.0,none,,False,,0.06837554921136285,3486,1.0,0.0,False
var601027,Avg. Monthly Amount of Market Place Purchase [Last 6 Months],0.0,none,,False,,0.06837554921136285,1263,1.0,0.0,False
var601028,Avg. Monthly Amount of Market Place Purchase [Last 3 Months],0.0,none,,False,,0.06837554921136285,454,1.0,0.0,False
var601029,Avg. Monthly Amount of Market Place Purchase [Last 1 Month],0.0,none,,False,,0.06837554921136285,117,1.0,0.0,False
var601030,Avg. Monthly Amount of Market Place Purchase [Last 7 Days],0.0,none,,False,,0.06837554921136285,33,1.0,0.0,False
var601031,Avg. Market Place Purchase Amount per Transaction [Lifetime],0.0,none,,False,,0.7964526514001093,4051,0.7,0.0,False
var601032,Avg. Market Place Purchase Amount per Transaction [Last 12 Months],0.0,none,,False,,0.8576808601105509,2908,0.3,0.0,False
var601033,Avg. Market Place Purchase Amount per Transaction [Last 6 Months],0.0,none,,False,,0.9546862661726295,1154,0.3,0.0,False
var601034,Avg. Market Place Purchase Amount per Transaction [Last 3 Months],0.0,none,,False,,0.9874668448439936,410,0.3,0.0,False
var601035,Avg. Market Place Purchase Amount per Transaction [Last 1 Month],0.0,none,,False,,0.9971248658608192,112,0.3,0.0,False
var601036,Avg. Market Place Purchase Amount per Transaction [Last 7 Days],0.0,none,,False,,0.9993115876004779,34,0.3,0.0,False
var601037,No. of Travel Bookings [Lifetime],0.0,none,,False,,0.30533114661159366,134,1.0,0.0,False
var601038,No. of Travel Bookings [Last 12 Months],0.0,none,,False,,0.30533114661159366,112,1.0,0.0,False
var601039,No. of Travel Bookings [Last 6 Months],0.0,none,,False,,0.30533114661159366,75,1.0,0.0,False
var601040,No. of Travel Bookings [Last 3 Months],0.0,none,,False,,0.30533114661159366,51,1.0,0.0,False
var601041,No. of Travel Bookings [Last 1 Month],0.0,none,,False,,0.30533114661159366,24,1.0,0.0,False
var601042,No. of Travel Bookings [Last 7 Days],0.0,none,,False,,0.30533114661159366,11,1.0,0.0,False
var601043,Avg. Monthly Amount Spent On Travel Bookings [Lifetime],0.0,none,,False,,0.5766263742938711,13835,0.7,0.0,False
var601044,Avg. Monthly Amount Spent On Travel Bookings [Last 12 Months],0.0,none,,False,,0.6239243556257467,12213,0.7,0.0,False
var601045,Avg. Monthly Amount Spent On Travel Bookings [Last 6 Months],0.0,none,,False,,0.7366822571827735,8109,0.7,0.0,False
var601046,Avg. Monthly Amount Spent On Travel Bookings [Last 3 Months],0.0,none,,False,,0.8464840349065581,4477,0.3,0.0,False
var601047,Avg. Monthly Amount Spent On Travel Bookings [Last 1 Month],0.0,none,,False,,0.9582903075583632,1092,0.3,0.0,False
var601048,Avg. Monthly Amount Spent On Travel Bookings [Last 7 Days],0.0,none,,False,,0.9838628034582599,430,0.3,0.0,False
var601049,Amount Spent On Travel Bookings [Lifetime],0.0,none,,False,,0.5766263742938711,14491,0.7,0.0,False
var601050,Amount Spent On Travel Bookings [Last 12 Months].,0.0,none,,False,,0.6239243556257467,12542,0.7,0.0,False
var601051,Amount Spent On Travel Bookings [Last 6 Months].,0.0,none,,False,,0.7366822571827735,8186,0.7,0.0,False
var601052,Amount Spent On Travel Bookings [Last 3 Months].,0.0,none,,False,,0.8464840349065581,4482,0.3,0.0,False
var601053,Amount Spent On Travel Bookings [Last 1 Month].,0.0,none,,False,,0.9582903075583632,1092,0.3,0.0,False
var601054,Amount Spent On Travel Bookings [Last 7 Days],0.0,none,,False,,0.9838628034582599,430,0.3,0.0,False
var601055,No. of Fashion Purchases [Lifetime],0.0,none,,False,,0.06740367288262569,87,1.0,0.0,False
var601056,No. of Fashion Purchases [Last 12 Months],0.0,none,,False,,0.06740367288262569,67,1.0,0.0,False
var601057,No. of Fashion Purchases [Last 6 Months],0.0,none,,False,,0.06740367288262569,36,1.0,0.0,False
var601058,No. of Fashion Purchases [Last 3 Months],0.0,none,,False,,0.06740367288262569,23,1.0,0.0,False
var601059,No. of Fashion Purchases Last One Month,0.0,none,,False,,0.06740367288262569,11,1.0,0.0,False
var601060,No. of Fashion Purchases [Last 7 Days],0.0,none,,False,,0.06740367288262569,6,1.0,0.0,False
var601061,Avg. Monthly Amount of Fashion Purchase [Lifetime],0.0,none,,False,,0.06837554921136285,4475,1.0,0.0,False
var601062,Avg. Monthly Amount of Fashion Purchase [Last 12 Months],0.0,none,,False,,0.06837554921136285,2849,1.0,0.0,False
var601063,Avg. Monthly Amount of Fashion Purchase [Last 6 Months],0.0,none,,False,,0.06837554921136285,1291,1.0,0.0,False
var601064,Avg. Monthly Amount of Fashion Purchase [Last 3 Months],0.0,none,,False,,0.06837554921136285,564,1.0,0.0,False
var601065,Avg. Monthly Amount of Fashion Purchase [Last 1 Month],0.0,none,,False,,0.06837554921136285,177,1.0,0.0,False
var601066,Avg. Monthly Amount of Fashion Purchase [Last 7 Days],0.0,none,,False,,0.06837554921136285,56,1.0,0.0,False
var601067,Avg. Fashion Purchase Amount per Transaction [Lifetime],0.0,none,,False,,0.8566887363582985,3357,0.3,0.0,False
var601068,Avg. Fashion Purchase Amount per Transaction [Last 12 Months],0.0,none,,False,,0.8947133977201401,2494,0.3,0.0,False
var601069,Avg. Fashion Purchase Amount per Transaction [Last 6 Months],0.0,none,,False,,0.9565490291360425,1268,0.3,0.0,False
var601070,Avg. Fashion Purchase Amount per Transaction [Last 3 Months],0.0,none,,False,,0.9846322055518435,557,0.3,0.0,False
var601071,Avg. Fashion Purchase Amount per Transaction [Last 1 Month],0.0,none,,False,,0.9960517524145053,179,0.3,0.0,False
var601072,Avg. Fashion Purchase Amount per Transaction [Last 7 Days],0.0,none,,False,,0.9988256494361093,56,0.3,0.0,False
var601073,No. of Grocery Purchases [Lifetime],0.0,none,,False,,0.06740367288262569,142,1.0,0.0,False
var601074,No. of Grocery Purchases [Last 12 Months],0.0,none,,False,,0.06740367288262569,122,1.0,0.0,False
var601075,No. of Grocery Purchases [Last 6 Months],0.0,none,,False,,0.06740367288262569,71,1.0,0.0,False
var601076,No. of Grocery Purchases [Last 3 Months],0.0,none,,False,,0.06740367288262569,27,1.0,0.0,False
var601077,No. of Grocery Purchases [Last 1 Month],0.0,none,,False,,0.06740367288262569,14,1.0,0.0,False
var601078,No. of Grocery Purchases [Last 7 Days],0.0,none,,False,,0.06740367288262569,7,1.0,0.0,False
var601079,Avg. Monthly Amount of Grocery Purchase [Lifetime],0.0,none,,False,,0.06837554921136285,976,1.0,0.0,False
var601080,Avg. Monthly Amount of Grocery Purchase [Last 12 Months],0.0,none,,False,,0.06837554921136285,724,1.0,0.0,False
var601081,Avg. Monthly Amount of Grocery Purchase [Last 6 Months],0.0,none,,False,,0.06837554921136285,314,1.0,0.0,False
var601082,Avg. Monthly Amount of Grocery Purchase [Last 3 Months],0.0,none,,False,,0.06837554921136285,70,1.0,0.0,False
var601083,Avg. Monthly Amount of Grocery Purchase [Last 1 Month],0.0,none,,False,,0.06837554921136285,15,1.0,0.0,False
var601084,Avg. Monthly Amount of Grocery Purchase [Last 7 Days],0.0,none,,False,,0.06837554921136285,9,1.0,0.0,False
var601085,Avg. Grocery Purchase Amount per Transaction [Lifetime],0.0,none,,False,,0.9787604527323898,940,0.3,0.0,False
var601086,Avg. Grocery Purchase Amount per Transaction [Last 12 Months],0.0,none,,False,,0.9838223086112292,724,0.3,0.0,False
var601087,Avg. Grocery Purchase Amount per Transaction [Last 6 Months],0.0,none,,False,,0.993095628581263,313,0.3,0.0,False
var601088,Avg. Grocery Purchase Amount per Transaction [Last 3 Months],0.0,none,,False,,0.998582680353925,68,0.3,0.0,False
var601089,Avg. Grocery Purchase Amount per Transaction [Last 1 Month],0.0,none,,False,,0.999716536070785,14,0.3,0.0,False
var601090,Avg. Grocery Purchase Amount per Transaction [Last 7 Days],0.0,none,,False,,0.9998380206118771,8,0.3,0.0,False
var601091,No. of Food Purchases [Lifetime],0.0,none,,False,,0.06740367288262569,109,1.0,0.0,False
var601092,No. of Food Purchases [Last 12 Months],0.0,none,,False,,0.06740367288262569,80,1.0,0.0,False
var601093,No. of Food Purchases [Last 6 Months],0.0,none,,False,,0.06740367288262569,38,1.0,0.0,False
var601094,No. of Food Purchases [Last 3 Months],0.0,none,,False,,0.06740367288262569,17,1.0,0.0,False
var601095,No. of Food Purchases [Last 1 Month],0.0,none,,False,,0.06740367288262569,6,1.0,0.0,False
var601096,No. of Food Purchases [Last 7 Days],0.0,none,,False,,0.06740367288262569,3,1.0,0.0,False
var601097,Avg. Monthly Amount of Food Purchase [Lifetime],0.0,none,,False,,0.06837554921136285,2525,1.0,0.0,False
var601098,Avg. Monthly Amount of Food Purchase [Last 12 Months],0.0,none,,False,,0.06837554921136285,1728,1.0,0.0,False
var601099,Avg. Monthly Amount of Food Purchase [Last 6 Months],0.0,none,,False,,0.06837554921136285,760,1.0,0.0,False
var601100,Avg. Monthly Amount of Food Purchase [Last 3 Months],0.0,none,,False,,0.06837554921136285,145,1.0,0.0,False
var601101,Avg. Monthly Amount of Food Purchase [Last 1 Month],0.0,none,,False,,0.06837554921136285,20,1.0,0.0,False
var601102,Avg. Monthly Amount of Food Purchase [Last 7 Days],0.0,none,,False,,0.06837554921136285,6,1.0,0.0,False
var601103,Avg. Food Purchase Amount per Transaction [Lifetime],0.0,none,,False,,0.9303488631071696,2052,0.3,0.0,False
var601104,Avg. Food Purchase Amount per Transaction [Last 12 Months],0.0,none,,False,,0.9461216060256332,1671,0.3,0.0,False
var601105,Avg. Food Purchase Amount per Transaction [Last 6 Months],0.0,none,,False,,0.9799145558727652,754,0.3,0.0,False
var601106,Avg. Food Purchase Amount per Transaction [Last 3 Months],0.0,none,,False,,0.9966794225434813,146,0.3,0.0,False
var601107,Avg. Food Purchase Amount per Transaction [Last 1 Month],0.0,none,,False,,0.9996152989532082,19,0.3,0.0,False
var601108,Avg. Food Purchase Amount per Transaction [Last 7 Days],0.0,none,,False,,0.9998987628824232,5,0.3,0.0,False
var601109,No. of Categories Purchased [Lifetime],0.0,none,,False,,0.06740367288262569,7,1.0,0.0,False
var601110,No. of Categories Purchased [Last 12 Months],0.0,none,,False,,0.06740367288262569,7,1.0,0.0,False
var601111,No. of Categories Purchased [Last 6 Months],0.0,none,,False,,0.06740367288262569,7,1.0,0.0,False
var601112,No. of Categories Purchased [Last 3 Months],0.0,none,,False,,0.06740367288262569,7,1.0,0.0,False
var601113,No. of Categories Purchased [Last 1 Month],0.0,none,,False,,0.06740367288262569,6,1.0,0.0,False
var601115,Flag - COD Used of E-Com Transactions [Lifetime],0.0,none,,True,0.3863438992618324,0.06740367288262569,2,1.0,0.0,False
var601117,Flag - Returned Orders In E-Com Transactions [Lifetime],0.0,none,,True,0.42032132001736866,0.06740367288262569,2,1.0,0.0,False
var601118,Flag - Cancelled Orders In E-Com Transactions [Lifetime],0.0,none,,True,0.37086409031697787,0.06740367288262569,2,1.0,0.0,False
var601119,No. of Distinct Shopping Sites Or Apps,0.0,none,,False,,0.06740367288262569,33,1.0,0.0,False
var601120,No. of Returned Orders(Market Place And Fashion) [Lifetime],0.0,none,,False,,0.06740367288262569,149,1.0,0.0,False
var601121,No. of Returned Orders(Market Place And Fashion) [Last 12 Months],0.0,none,,False,,0.06740367288262569,108,1.0,0.0,False
var601122,No. of Orders Returned (Market Place And Fashion) [Last 6 Months],0.0,none,,False,,0.06740367288262569,57,1.0,0.0,False
var601123,No. of Orders Returned (Market Place And Fashion) [Last 3 Months],0.0,none,,False,,0.06740367288262569,24,1.0,0.0,False
var601124,No. of Returned Orders(Market Place And Fashion) [Last 1 Month],0.0,none,,False,,0.06740367288262569,12,1.0,0.0,False
var601125,No. of Returned Orders(Market Place And Fashion) [Last 7 Days],0.0,none,,False,,0.06740367288262569,7,1.0,0.0,False
var601127,No.of Market Place And Fashion Transactions of The [Last 3 Months],0.0,none,,False,,0.06740367288262569,26,1.0,0.0,False
var601128,Amount of Transactions in Market Place And Fashion [Last 3 Months],0.0,none,,False,,0.9708234627143696,987,0.3,0.0,False
var601130,No. of Bookings In Entertainment [Lifetime],0.0,none,,False,,0.06740367288262569,21,1.0,0.0,False
var601131,No. of Bookings In Entertainment [Last 12 Months],0.0,none,,False,,0.06740367288262569,19,1.0,0.0,False
var601132,No. of Bookings In Entertainment [Last 6 Months],0.0,none,,False,,0.06740367288262569,11,1.0,0.0,False
var601133,No. of Bookings In Entertainment [Last 3 Months],0.0,none,,False,,0.06740367288262569,6,1.0,0.0,False
var601134,No. of Bookings In Entertainment [Last 1 Month],0.0,none,,False,,0.06740367288262569,4,1.0,0.0,False
var601135,No. of Bookings In Entertainment [Last 7 Days],0.0,none,,True,0.0002822405557967868,0.06740367288262569,2,1.0,0.0,False
var601136,Avg. Monthly Amount of Entertainment Purchase [Lifetime],0.0,none,,False,,0.06837554921136285,728,1.0,0.0,False
var601137,Avg. Monthly Amount of Entertainment Purchase [Last 12 Months],0.0,none,,False,,0.06837554921136285,398,1.0,0.0,False
var601138,Avg. Monthly Amount of Entertainment Purchase [Last 6 Months],0.0,none,,False,,0.06837554921136285,166,1.0,0.0,False
var601139,Avg. Monthly Amount of Entertainment Purchase [Last 3 Months],0.0,none,,False,,0.06837554921136285,39,1.0,0.0,False
var601140,Avg. Monthly Amount of Entertainment Purchase [Last 1 Month],0.0,none,,False,,0.06837554921136285,9,1.0,0.0,False
var601141,Avg. Monthly Amount of Entertainment Purchase [Last 7 Days],0.0,none,,False,,0.06837554921136285,4,1.0,0.0,False
var601142,Avg. Entertainment Purchase Amount per Transaction [Lifetime],0.0,none,,False,,0.9754601226993865,516,0.3,0.0,False
var601143,Avg. Entertainment Purchase Amount per Transaction 12 Months,0.0,none,,False,,0.9842475045050517,365,0.3,0.0,False
var601144,Avg. Entertainment Purchase Amount per Transaction 6 Months,0.0,none,,False,,0.9948166595800685,160,0.3,0.0,False
var601145,Avg. Entertainment Purchase Amount per Transaction 3 Months,0.0,none,,False,,0.9990686185182935,38,0.3,0.0,False
var601146,Avg. Entertainment Purchase Amount per Transaction 1 Month,0.0,none,,False,,0.9998177731883617,8,0.3,0.0,False
var601147,Avg. Entertainment Purchase Amount per Transaction [Last 7 Days],0.0,none,,False,,0.9999392577294539,3,0.3,0.0,False
var601148,No. of Health Purchases [Lifetime],0.0,none,,False,,0.06740367288262569,58,1.0,0.0,False
var601149,No. of Health Purchases [Last 12 Months],0.0,none,,False,,0.06740367288262569,47,1.0,0.0,False
var601150,No. of Health Purchases [Last 6 Months],0.0,none,,False,,0.06740367288262569,28,1.0,0.0,False
var601151,No. of Health Purchases [Last 3 Months],0.0,none,,False,,0.06740367288262569,10,1.0,0.0,False
